,fid_code,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,il_2017,il_2018,il_2019,il_2020,il_2021,il_2022,fmr_2017,fmr_2018,fmr_2019,fmr_2020,fmr_2021,fmr_2022,ratio_2017,ratio_2018,ratio_2019,ratio_2020,ratio_2021,ratio_2022,slope
0,0901148900,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901152350,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901155500,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901156270,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901157040,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901162150,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901166210,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901171670,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901173770,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901178600,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901180280,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82100.0,84800.0,94500.0,91800,88600.0,102700.0,748.0,840.0,798.0,815.0,810.0,833.0,0.10933008526187576,0.11886792452830189,0.10133333333333333,0.1065359477124183,0.10970654627539503,0.09733203505355405,-0.00019588517005062142
0,0901301080,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901306260,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901316400,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901317800,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901325360,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901337910,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901344910,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901369220,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901372090,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901376290,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901377830,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901378250,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901385950,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89700.0,96600.0,97900.0,97400,104300.0,112700.0,782.0,798.360655737705,805.2459016393443,832.1311475409836,912.4817518248175,891.0294117647059,0.10461538461538461,0.09917523673760309,0.098702255563556,0.10252129127814992,0.10498351890601927,0.09487447152774153,-6.53825790913688e-05
0,0901501430,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901509190,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901512130,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901513810,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901521860,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901536000,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901540500,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901559980,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901561030,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901562710,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901567400,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901573420,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901575870,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901586790,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,0901588190,2017.0,2018.0,2019.0,2020,2021.0,2022.0,72900.0,79400.0,82300.0,86900,83200.0,89800.0,665.0,861.0,775.0,787.0,816.0,848.0,0.1094650205761317,0.13012594458438287,0.11300121506682867,0.10867663981588033,0.1176923076923077,0.1133184855233853,-5.323371712124303e-05
0,1000199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,65000.0,70400.0,66000.0,68400,69000.0,77200.0,832.0,771.0,853.0,880.0,878.0,851.0,0.1536,0.13142045454545453,0.15509090909090908,0.1543859649122807,0.15269565217391304,0.13227979274611398,-0.00010352473229209588
0,1000399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,83200.0,87400.0,90100.0,96600,94500.0,105400.0,845.0,886.4137931034483,896.5675057208238,925.1494252873563,959.7245762711865,998.6440677966102,0.121875,0.12170441095241852,0.11940965669977675,0.11492539444563432,0.12186978746300782,0.11369761682693855,-0.00010684535378020436
0,1000599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,65900.0,68700.0,72100.0,75900,75100.0,91900.0,618.0,596.0,707.0,637.0,641.0,651.0,0.11253414264036418,0.10410480349344978,0.11766990291262136,0.10071146245059288,0.10242343541944074,0.08500544069640914,-0.0003801096533424779
0,1100199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,110300.0,117200.0,121300.0,126000,129000.0,142300.0,1440.0,1490.6320541760722,1460.7223476297968,1485.1801801801803,1513.201581027668,1529.288537549407,0.15666364460562104,0.15262444240710635,0.1445067450252066,0.14144573144573144,0.14076293777001564,0.12896319360922617,-0.0004217804344588884
0,1200199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,65200.0,71300.0,71100.0,69800,80800.0,85600.0,624.0,648.0,694.0,721.0,805.0,784.0,0.11484662576687117,0.10906030855539972,0.11713080168776371,0.1239541547277937,0.11955445544554455,0.10990654205607477,3.2393750372572014e-05
0,1200399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59100.0,62200.0,65900.0,71600,73700.0,81200.0,477.0,473.0,490.0,522.0,530.0,565.0,0.09685279187817258,0.0912540192926045,0.08922610015174506,0.08748603351955307,0.08629579375848033,0.08349753694581281,-0.00019855004261039213
0,1200599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,56700.0,64700.0,64300.0,72000,67200.0,78100.0,693.0,731.0,765.0,735.0,855.0,903.0,0.14666666666666667,0.13557959814528595,0.14276827371695178,0.1225,0.15267857142857144,0.13874519846350833,-2.04254640068471e-05
0,1200799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,53600.0,59400.0,59800.0,59500,57700.0,60600.0,532.0,563.0,591.0,637.0,637.0,654.0,0.1191044776119403,0.11373737373737373,0.1185953177257525,0.12847058823529411,0.13247833622183708,0.1295049504950495,0.00028119171994877825
0,1200999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,61700.0,64800.0,65900.0,69200,77900.0,82300.0,561.0,679.5238095238095,675.7142857142857,741.1904761904761,791.3953488372093,846.7441860465116,0.10910858995137764,0.12583774250440916,0.12304357251246476,0.12853014037985136,0.1219094247246022,0.12346209274068214,0.00015587887732018043
0,1201199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,64100.0,65700.0,68600.0,74800,73400.0,82100.0,829.0,966.2962962962963,1028.658536585366,1119.642857142857,1134.3023255813953,1203.139534883721,0.155195007800312,0.17649247420936917,0.179940268790443,0.1796218487394958,0.18544452189341615,0.17585474322295555,0.0003091342859866582
0,1201399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,40700.0,46000.0,48700.0,47900,54500.0,63600.0,505.0,563.0,591.0,609.0,629.0,653.0,0.14889434889434888,0.1468695652173913,0.14562628336755648,0.1525678496868476,0.13849541284403669,0.12320754716981132,-0.0003490830938654272
0,1201599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,54500.0,58300.0,57300.0,64100,66700.0,76000.0,630.0,642.0,755.0,799.0,799.0,832.0,0.13871559633027522,0.13214408233276156,0.1581151832460733,0.14957878315132606,0.14374812593703148,0.13136842105263158,-2.4905108738478233e-05
0,1201799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,45000.0,52400.0,52700.0,55900,53900.0,68600.0,576.0,596.0,620.0,644.0,659.0,695.0,0.1536,0.1364885496183206,0.1411764705882353,0.1382468694096601,0.1467161410018553,0.12157434402332362,-0.00031517882597942076
0,1201999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,64400.0,69900.0,73500.0,75000,74800.0,86500.0,617.0,647.875,669.375,737.5,788.5365853658536,873.4146341463414,0.11496894409937888,0.11122317596566524,0.10928571428571429,0.118,0.12650319551323855,0.12116734808966585,0.00020368181978201798
0,1202199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,68300.0,75000.0,78300.0,82300,84300.0,98600.0,801.0,778.0,853.0,900.0,948.0,1106.0,0.1407320644216691,0.12448,0.130727969348659,0.13122721749696234,0.13494661921708184,0.13460446247464503,3.0026096772436513e-06
0,1202399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,53500.0,64100.0,58900.0,55200,70100.0,65500.0,561.0,585.0,611.0,651.0,634.0,614.0,0.12583177570093457,0.1095163806552262,0.12448217317487266,0.14152173913043478,0.10853067047075607,0.11248854961832061,-0.00012531832145456733
0,1202799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,41000.0,42300.0,41900.0,42700,43200.0,46600.0,510.0,540.0,557.0,537.0,622.0,653.0,0.14926829268292682,0.15319148936170213,0.15952267303102624,0.15091334894613584,0.17277777777777778,0.16815450643776825,0.00034423954747036254
0,1202999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,47400.0,46700.0,42300.0,44600,46800.0,50400.0,532.0,563.0,591.0,609.0,629.0,653.0,0.13468354430379748,0.14466809421841542,0.1676595744680851,0.16385650224215248,0.16128205128205128,0.1554761904761905,0.0003571476900641273
0,1203199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,64400.0,69900.0,73500.0,75000,74800.0,86500.0,617.0,647.875,669.375,737.5,788.5365853658536,873.4146341463414,0.11496894409937888,0.11122317596566524,0.10928571428571429,0.118,0.12650319551323855,0.12116734808966585,0.00020368181978201798
0,1203399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,62000.0,65200.0,69200.0,65900,73900.0,79500.0,741.0,702.0,789.0,798.0,776.0,844.0,0.14341935483870968,0.12920245398773006,0.13682080924855491,0.14531107738998483,0.1260081190798376,0.12739622641509435,-0.00019335328261981717
0,1203599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,57600.0,58900.0,62200.0,65600,71200.0,74600.0,843.0,811.0,929.0,837.0,754.0,800.0,0.175625,0.16522920203735145,0.17922829581993568,0.15310975609756097,0.12707865168539326,0.128686327077748,-0.0008934846556893502
0,1203799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,49400.0,51200.0,51600.0,55400,58700.0,61800.0,598.0,643.0,637.0,635.0,645.0,653.0,0.14526315789473684,0.150703125,0.14813953488372092,0.13754512635379063,0.13185689948892676,0.12679611650485437,-0.00037968640955375935
0,1203999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,68400.0,67400.0,68900.0,72700,76400.0,81200.0,703.0,728.0,727.0,771.0,778.0,837.0,0.12333333333333334,0.12961424332344212,0.12661828737300435,0.1272627235213205,0.12219895287958116,0.12369458128078818,-4.713141772857075e-05
0,1204199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,65200.0,71300.0,71100.0,69800,80800.0,85600.0,624.0,648.0,694.0,721.0,805.0,784.0,0.11484662576687117,0.10906030855539972,0.11713080168776371,0.1239541547277937,0.11955445544554455,0.10990654205607477,3.2393750372572014e-05
0,1204399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,38000.0,41900.0,43000.0,45900,50700.0,54200.0,546.0,586.0,584.0,610.0,673.0,702.0,0.17242105263157895,0.16782816229116945,0.16297674418604652,0.15947712418300652,0.15928994082840237,0.15542435424354242,-0.00027166137221792296
0,1204599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,49700.0,52600.0,54400.0,59300,56100.0,61600.0,637.0,662.0,695.0,640.0,759.0,775.0,0.15380281690140846,0.15102661596958175,0.15330882352941178,0.12951096121416525,0.1623529411764706,0.15097402597402598,-9.435336503534127e-06
0,1204799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,44700.0,43300.0,47600.0,44600,45300.0,56400.0,487.0,512.0,591.0,609.0,553.0,572.0,0.13073825503355704,0.14189376443418014,0.14899159663865547,0.16385650224215248,0.14649006622516555,0.12170212765957447,-3.934958546069128e-05
0,1204999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,41300.0,43700.0,45300.0,49000,50000.0,54900.0,532.0,563.0,591.0,611.0,565.0,591.0,0.15457627118644068,0.15459954233409612,0.15655629139072846,0.1496326530612245,0.1356,0.12918032786885245,-0.00045452852838035937
0,1205199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,42900.0,46200.0,46700.0,47400,47100.0,50100.0,626.0,628.0,649.0,642.0,629.0,653.0,0.1751048951048951,0.1631168831168831,0.16676659528907922,0.16253164556962024,0.1602547770700637,0.1564071856287425,-0.00025311860771590243
0,1205399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59800.0,63900.0,66900.0,69200,72700.0,82100.0,714.0,800.6,891.9402985074627,969.45,1020.1456310679612,1073.3333333333333,0.14327759197324413,0.15034741784037559,0.15998929121210093,0.1681127167630058,0.1683871743165823,0.15688185140073083,0.00031015236218321783
0,1205599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,42200.0,43800.0,46300.0,49600,51000.0,63500.0,488.0,504.0,540.0,552.0,575.0,642.0,0.13876777251184835,0.13808219178082193,0.13995680345572353,0.1335483870967742,0.13529411764705881,0.12132283464566929,-0.00024285078116939362
0,1205799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59800.0,63900.0,66900.0,69200,72700.0,82100.0,714.0,800.6,891.9402985074627,969.45,1020.1456310679612,1073.3333333333333,0.14327759197324413,0.15034741784037559,0.15998929121210093,0.1681127167630058,0.1683871743165823,0.15688185140073083,0.00031015236218321783
0,1205999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,46000.0,44800.0,49400.0,51600,49800.0,56800.0,532.0,581.0,523.0,551.0,553.0,581.0,0.13878260869565218,0.155625,0.12704453441295546,0.12813953488372093,0.13325301204819276,0.12274647887323943,-0.00034809907737319866
0,1206199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,61900.0,64600.0,65000.0,69600,77600.0,79900.0,586.0,589.0,617.0,663.0,699.0,754.0,0.11360258481421648,0.10941176470588235,0.11390769230769231,0.1143103448275862,0.10809278350515464,0.11324155193992491,-1.27606082231996e-05
0,1206399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,47800.0,47700.0,49100.0,51000,53000.0,58000.0,532.0,479.0,446.0,482.0,484.0,607.0,0.13355648535564854,0.12050314465408805,0.1090020366598778,0.11341176470588235,0.10958490566037736,0.12558620689655173,-0.0001623723362633251
0,1206599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,68400.0,67400.0,68900.0,72700,76400.0,81200.0,703.0,728.0,727.0,771.0,778.0,837.0,0.12333333333333334,0.12961424332344212,0.12661828737300435,0.1272627235213205,0.12219895287958116,0.12369458128078818,-4.713141772857075e-05
0,1206799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,50800.0,52200.0,47300.0,60100,57100.0,64900.0,532.0,563.0,591.0,688.0,686.0,707.0,0.12566929133858268,0.12942528735632183,0.14993657505285413,0.13737104825291183,0.14416812609457094,0.13072419106317412,0.00013556544770894268
0,1206999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,58400.0,62900.0,65100.0,68100,70800.0,80100.0,766.0,849.0,932.0,989.0,1055.0,1152.0,0.1573972602739726,0.16197138314785373,0.17179723502304148,0.17427312775330397,0.1788135593220339,0.17258426966292134,0.00030699397189892097
0,1207199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,57900.0,63700.0,67100.0,68700,71900.0,83200.0,687.0,701.0,776.0,875.0,931.0,976.0,0.14238341968911916,0.13205651491365777,0.1387779433681073,0.15283842794759825,0.15538247566063978,0.14076923076923076,0.00018087481481190255
0,1207399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,68400.0,67400.0,68900.0,72700,76400.0,81200.0,703.0,728.0,727.0,771.0,778.0,837.0,0.12333333333333334,0.12961424332344212,0.12661828737300435,0.1272627235213205,0.12219895287958116,0.12369458128078818,-4.713141772857075e-05
0,1207599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,45700.0,47000.0,46100.0,47500,50500.0,51900.0,539.0,533.0,524.0,551.0,553.0,572.0,0.14153172866520788,0.13608510638297872,0.13639913232104123,0.1392,0.1314059405940594,0.1322543352601156,-0.0001371990397934793
0,1207799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,52700.0,55400.0,52500.0,44500,50300.0,46700.0,532.0,563.0,591.0,609.0,629.0,653.0,0.12113851992409867,0.12194945848375452,0.13508571428571428,0.1642247191011236,0.15005964214711728,0.16779443254817988,0.0008255931402998155
0,1207999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,43200.0,43700.0,42800.0,44000,47700.0,53500.0,414.0,445.0,470.0,498.0,629.0,653.0,0.115,0.12219679633867277,0.13177570093457944,0.1358181818181818,0.15823899371069183,0.14646728971962616,0.0006416798133280907
0,1208199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,65500.0,70300.0,70900.0,76700,77200.0,90400.0,769.0,824.0322580645161,865.2459016393443,855.4098360655738,890.0,973.90625,0.14088549618320612,0.14065984490432706,0.1464450045087748,0.1338320473635839,0.1383419689119171,0.1292795907079646,-0.00018475264880627362
0,1208399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,51500.0,53400.0,50200.0,55000,55600.0,65200.0,633.0,602.0,631.0,650.0,692.0,740.0,0.14749514563106797,0.1352808988764045,0.1508366533864542,0.14181818181818182,0.1493525179856115,0.1361963190184049,-5.5470826914197444e-05
0,1208599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,58000.0,60500.0,59500.0,67500,71500.0,84500.0,801.0,786.0,855.0,932.0,926.0,980.0,0.1657241379310345,0.155900826446281,0.17243697478991596,0.16568888888888889,0.1554125874125874,0.1391715976331361,-0.0003356559630752661
0,1208699999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,51800.0,52300.0,54900.0,59100,61000.0,68300.0,831.0,871.0,951.0,1084.0,1057.0,1162.0,0.19250965250965252,0.19984703632887188,0.2078688524590164,0.2201015228426396,0.2079344262295082,0.20415812591508053,0.00022556477883967397
0,1208799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,68700.0,84400.0,83000.0,81400,84400.0,100500.0,1067.0,960.0,1054.0,1195.0,1301.0,1333.0,0.18637554585152838,0.13649289099526066,0.1523855421686747,0.17616707616707616,0.18497630331753553,0.1591641791044776,7.898794578571803e-05
0,1208999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,64400.0,69900.0,73500.0,75000,74800.0,86500.0,617.0,647.875,669.375,737.5,788.5365853658536,873.4146341463414,0.11496894409937888,0.11122317596566524,0.10928571428571429,0.118,0.12650319551323855,0.12116734808966585,0.00020368181978201798
