,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,484,576,761,972,1049,2017
0,473,539,717,916,977,2018
0,506,586,775,989,1048,2019
0,500,579,763,972,1034,2020
0,495,570,751,958,1018,2021
0,510,584,768,976,1041,2022
