,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,603,671,831,1055,1364,2017
0,577,638,792,996,1293,2018
0,658,663,825,1034,1298,2019
0,656,660,791,986,1231,2020
0,700,704,836,1040,1203,2021
0,723,735,859,1062,1165,2022
