,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,434,512,681,947,1144,2017
0,596,707,935,1306,1591,2018
0,537,637,842,1176,1432,2019
0,484,574,758,1059,1289,2020
0,495,569,750,1073,1232,2021
