,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,507,510,654,853,919,2017
0,539,542,670,928,929,2018
0,563,567,697,939,942,2019
0,561,565,698,942,946,2020
0,505,557,700,981,985,2021
