,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,323,325,432,575,621,2017
0,319,321,417,551,626,2018
0,359,361,441,586,699,2019
0,376,382,440,581,725,2020
0,384,393,448,596,749,2021
