,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,659,747,968,1409,1706,2017
0,707,790,1028,1495,1811,2018
0,747,811,1058,1530,1858,2019
0,846,905,1175,1695,2063,2020
0,907,972,1245,1782,2156,2021
0,926,996,1254,1781,2146,2022
