,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,461,546,726,955,1001,2017
0,481,567,754,987,1045,2018
0,495,583,771,1022,1073,2019
0,478,557,734,972,994,2020
0,512,589,776,1020,1064,2021
0,522,611,786,1031,1118,2022
