,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,612,691,918,1273,1556,2017
0,635,720,958,1326,1592,2018
0,645,733,963,1373,1623,2019
0,683,769,996,1437,1692,2020
0,705,805,1030,1474,1783,2021
0,714,811,1044,1483,1787,2022
