,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,660,783,1041,1515,1834,2017
0,740,835,1111,1616,1957,2018
0,768,815,1078,1559,1893,2019
0,741,792,1043,1505,1831,2020
0,733,775,1020,1460,1766,2021
0,744,789,1035,1470,1772,2022
