,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,622,722,833,1213,1383,2017
0,636,745,856,1236,1350,2018
0,693,816,934,1350,1418,2019
0,624,735,841,1215,1277,2020
0,683,779,906,1297,1420,2021
