,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,822,828,1100,1574,1938,2017
0,915,921,1225,1782,2158,2018
0,927,934,1235,1786,2158,2019
0,941,947,1240,1789,2104,2020
0,967,974,1283,1836,1942,2021
0,988,995,1303,1851,1901,2022
