,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,625,696,815,1107,1413,2017
0,613,666,783,1054,1353,2018
0,622,667,785,1063,1303,2019
0,690,723,848,1150,1362,2020
0,663,699,815,1104,1281,2021
0,737,782,899,1204,1409,2022
