,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,442,490,620,883,1005,2017
0,502,529,666,898,1106,2018
0,482,485,642,865,1128,2019
0,493,497,654,869,1104,2020
0,520,524,690,910,1147,2021
0,542,546,718,911,1130,2022
