,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,601,605,804,1006,1270,2017
0,657,662,880,1108,1452,2018
0,677,681,901,1154,1533,2019
0,689,694,914,1209,1454,2020
0,653,657,866,1161,1353,2021
0,709,714,939,1233,1405,2022
