,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,580,687,886,1135,1328,2017
0,601,714,910,1165,1361,2018
0,643,761,957,1225,1424,2019
0,677,794,992,1262,1449,2020
0,717,827,1031,1298,1468,2021
0,730,829,1032,1281,1426,2022
