,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,465,582,733,1007,1010,2017
0,454,566,712,965,970,2018
0,458,563,713,923,964,2019
0,479,571,735,954,1028,2020
0,500,580,758,988,1093,2021
0,528,604,795,1041,1161,2022
