,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,691,747,980,1226,1351,2017
0,644,683,885,1110,1216,2018
0,689,694,904,1133,1222,2019
0,662,666,820,1047,1111,2020
0,686,690,848,1146,1150,2021
0,697,736,864,1167,1172,2022
