,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,776,779,1036,1423,1428,2017
0,698,813,1081,1467,1472,2018
0,843,849,1123,1517,1518,2019
0,873,879,1158,1492,1569,2020
0,887,893,1177,1478,1596,2021
0,910,916,1205,1514,1634,2022
