,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,826,904,1158,1497,1600,2017
0,980,1064,1365,1726,1947,2018
0,1027,1136,1475,1853,2155,2019
0,1064,1160,1528,1918,2240,2020
0,1029,1184,1560,1971,2292,2021
0,1145,1309,1723,2181,2505,2022
