,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,538,638,848,1093,1177,2017
0,575,677,901,1149,1227,2018
0,595,700,926,1188,1252,2019
0,566,660,869,1129,1177,2020
0,647,681,897,1197,1227,2021
0,709,714,939,1269,1317,2022
