,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,826,954,1203,1505,1658,2017
0,955,1098,1392,1745,1896,2018
0,1026,1179,1514,1897,2047,2019
0,1066,1188,1534,1912,2078,2020
0,1067,1193,1547,1924,2098,2021
0,1237,1359,1773,2192,2404,2022
