,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,623,678,860,1084,1369,2017
0,666,740,938,1176,1589,2018
0,690,784,996,1248,1749,2019
0,637,743,943,1175,1631,2020
0,708,826,1057,1315,1729,2021
0,742,855,1103,1368,1671,2022
