,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,511,592,683,934,1193,2017
0,527,606,697,957,1228,2018
0,513,593,700,948,1180,2019
0,519,587,714,961,1192,2020
0,499,587,734,965,1223,2021
0,503,606,757,987,1261,2022
