,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,472,501,666,834,1044,2017
0,510,580,708,888,964,2018
0,560,663,759,951,1191,2019
0,542,624,710,911,1072,2020
0,642,700,815,1093,1261,2021
0,604,630,742,1016,1135,2022
