,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,587,616,711,1035,1170,2017
0,678,697,801,1165,1253,2018
0,739,758,868,1223,1335,2019
0,784,806,918,1215,1612,2020
0,706,726,872,1134,1510,2021
0,701,706,929,1182,1590,2022
