,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,834,990,1243,1572,1878,2017
0,846,1010,1272,1595,1969,2018
0,858,1032,1293,1631,2028,2019
0,878,1077,1346,1706,2114,2020
0,954,1156,1446,1842,2217,2021
0,911,1101,1371,1765,2094,2022
