,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,464,550,731,1037,1056,2017
0,504,594,790,1082,1095,2018
0,517,608,804,1072,1107,2019
0,556,648,854,1112,1218,2020
0,614,718,899,1182,1300,2021
0,682,779,971,1284,1431,2022
