,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,905,1021,1240,1763,2065,2017
0,1084,1195,1461,2056,2350,2018
0,1130,1242,1516,2126,2384,2019
0,1273,1412,1717,2381,2686,2020
0,1279,1428,1724,2360,2721,2021
0,1284,1449,1748,2352,2786,2022
