,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,579,616,752,1009,1043,2017
0,562,588,716,950,1014,2018
0,554,567,682,898,973,2019
0,601,623,740,965,1077,2020
0,624,645,761,985,1136,2021
0,666,690,810,1050,1273,2022
