,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,432,512,681,852,939,2017
0,411,484,644,807,884,2018
0,415,504,646,811,873,2019
0,439,572,674,882,913,2020
0,461,593,676,901,1027,2021
0,503,619,705,978,1207,2022
