,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,690,817,1006,1259,1387,2017
0,700,837,1032,1294,1406,2018
0,768,904,1115,1397,1507,2019
0,747,855,1054,1313,1428,2020
0,809,912,1117,1389,1515,2021
0,890,991,1207,1492,1637,2022
