,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,512,629,807,1168,1380,2017
0,552,676,866,1251,1456,2018
0,560,688,872,1256,1445,2019
0,613,748,941,1346,1548,2020
0,683,801,1002,1420,1647,2021
0,783,896,1118,1577,1841,2022
