,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,885,1080,1395,1885,1934,2017
0,920,1121,1442,1921,2025,2018
0,862,1044,1341,1744,1823,2019
0,1030,1223,1573,1974,2131,2020
0,1091,1265,1628,2025,2208,2021
0,1033,1163,1500,1854,2034,2022
