,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,714,976,1126,1409,1653,2017
0,752,1027,1179,1478,1772,2018
0,851,1146,1325,1660,2013,2019
0,854,1082,1262,1573,1942,2020
0,949,1077,1266,1575,1965,2021
0,1024,1063,1264,1562,1959,2022
