,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,652,668,838,1143,1238,2017
0,587,601,754,1029,1142,2018
0,561,637,812,1071,1238,2019
0,601,659,847,1100,1248,2020
0,636,682,885,1126,1201,2021
0,619,698,891,1126,1208,2022
