,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,539,685,832,1071,1171,2017
0,575,699,856,1101,1209,2018
0,647,745,920,1187,1310,2019
0,623,688,857,1115,1180,2020
0,661,708,880,1145,1205,2021
0,747,798,982,1281,1332,2022
