,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,529,536,695,917,1080,2017
0,541,545,697,934,1081,2018
0,559,563,718,964,1104,2019
0,592,596,760,1011,1163,2020
0,586,590,753,989,1138,2021
0,598,631,803,1043,1206,2022
