,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,472,475,627,861,864,2017
0,537,540,695,943,947,2018
0,597,601,732,1058,1161,2019
0,654,673,766,1007,1199,2020
0,637,652,743,964,1145,2021
0,602,606,798,1023,1210,2022
