,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,463,517,596,809,1050,2017
0,529,574,659,959,1161,2018
0,547,576,660,925,1045,2019
0,548,590,672,930,941,2020
0,528,587,674,911,914,2021
0,534,616,704,974,978,2022
