,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,512,515,674,898,1029,2017
0,512,515,680,904,1028,2018
0,526,529,700,941,1072,2019
0,521,525,691,911,1044,2020
0,553,556,720,941,1109,2021
0,569,572,712,966,1105,2022
