,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,462,575,728,1060,1077,2017
0,559,641,822,1196,1208,2018
0,566,598,774,1104,1107,2019
0,598,624,810,1124,1128,2020
0,592,619,803,1103,1107,2021
0,643,686,881,1190,1195,2022
