,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,623,650,844,1222,1470,2017
0,672,695,904,1303,1550,2018
0,700,711,926,1334,1587,2019
0,711,726,946,1365,1624,2020
0,734,743,970,1388,1679,2021
0,763,772,1013,1439,1734,2022
