,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,682,715,825,1055,1454,2017
0,701,721,828,1065,1458,2018
0,743,763,873,1153,1533,2019
0,748,770,876,1170,1538,2020
0,791,810,923,1244,1582,2021
0,798,812,925,1232,1583,2022
