,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,550,554,734,948,1086,2017
0,621,625,803,1007,1200,2018
0,686,690,825,1034,1247,2019
0,692,697,834,1053,1305,2020
0,653,657,789,1061,1322,2021
0,649,653,801,1138,1371,2022
