,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,484,557,740,1077,1162,2017
0,514,587,781,1136,1259,2018
0,630,634,799,1155,1388,2019
0,629,649,776,1119,1362,2020
0,639,690,786,1125,1361,2021
0,672,728,829,1168,1419,2022
