,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,596,720,856,1085,1180,2017
0,628,707,843,1075,1152,2018
0,712,717,856,1110,1157,2019
0,724,728,876,1136,1216,2020
0,760,764,901,1181,1331,2021
0,822,825,953,1237,1408,2022
