,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,668,733,857,1231,1510,2017
0,710,806,965,1385,1700,2018
0,742,884,1071,1540,1881,2019
0,838,986,1197,1727,2102,2020
0,850,1042,1268,1815,2195,2021
0,866,1048,1303,1851,2230,2022
