,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,592,759,876,1159,1436,2017
0,605,776,891,1173,1456,2018
0,671,838,959,1255,1571,2019
0,706,818,931,1204,1491,2020
0,782,845,963,1236,1527,2021
0,834,869,990,1268,1531,2022
