,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,487,596,768,1056,1173,2017
0,544,660,838,1169,1314,2018
0,563,689,867,1220,1404,2019
0,578,691,869,1239,1477,2020
0,576,689,872,1248,1510,2021
0,634,707,910,1293,1558,2022
