,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,558,608,808,1144,1424,2017
0,626,641,848,1213,1494,2018
0,630,654,850,1222,1493,2019
0,682,726,927,1337,1628,2020
0,679,755,946,1354,1638,2021
0,738,845,1047,1487,1792,2022
