,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,799,968,1195,1619,1948,2017
0,860,1023,1251,1679,2018,2018
0,931,1086,1315,1734,2099,2019
0,988,1134,1356,1763,2128,2020
0,1059,1212,1434,1848,2207,2021
0,1092,1236,1451,1867,2194,2022
