,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,443,522,659,838,1131,2017
0,531,534,692,868,1182,2018
0,526,529,700,877,1134,2019
0,495,592,733,916,1153,2020
0,504,655,747,982,1099,2021
0,494,616,702,939,999,2022
