,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,797,850,1025,1407,1765,2017
0,875,905,1103,1485,1842,2018
0,900,929,1140,1499,1843,2019
0,900,921,1124,1445,1767,2020
0,1029,1043,1264,1593,1892,2021
0,1047,1048,1262,1560,1816,2022
