,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,659,803,1039,1484,1738,2017
0,725,882,1137,1615,1900,2018
0,774,929,1204,1708,1975,2019
0,844,1003,1296,1833,2088,2020
0,976,1141,1479,2074,2397,2021
0,1174,1368,1765,2435,2909,2022
