,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,527,645,821,1195,1447,2017
0,564,682,862,1254,1518,2018
0,565,679,862,1246,1514,2019
0,618,733,943,1360,1656,2020
0,675,788,1023,1464,1771,2021
0,736,853,1108,1574,1896,2022
