,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,845,933,1240,1554,1709,2017
0,956,1083,1441,1817,1984,2018
0,979,1152,1524,1931,2101,2019
0,986,1149,1513,1919,2050,2020
0,1100,1265,1667,2089,2261,2021
0,1248,1428,1879,2323,2548,2022
