,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,605,648,777,1082,1369,2017
0,621,685,823,1142,1450,2018
0,643,714,862,1175,1514,2019
0,594,670,790,1062,1387,2020
0,644,717,832,1118,1441,2021
0,654,724,827,1122,1415,2022
