,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,526,663,805,1106,1329,2017
0,607,735,887,1209,1495,2018
0,669,760,917,1248,1528,2019
0,684,706,857,1191,1417,2020
0,749,752,903,1282,1481,2021
0,787,798,943,1340,1581,2022
