,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,687,741,920,1194,1331,2017
0,701,773,956,1240,1415,2018
0,776,838,1039,1351,1547,2019
0,875,946,1182,1540,1752,2020
0,931,951,1197,1559,1762,2021
0,976,979,1231,1603,1820,2022
