,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,564,605,698,942,1230,2017
0,620,637,732,1000,1289,2018
0,660,664,783,1072,1375,2019
0,654,658,800,1082,1347,2020
0,678,682,843,1111,1257,2021
0,669,673,816,1054,1132,2022
