,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,432,514,,,,
0,491,495,644.0,863.0,1085.0,2018
0,503,506,632.0,862.0,977.0,2019
0,569,580,667.0,900.0,904.0,2020
0,522,566,676.0,913.0,917.0,2021
0,505,571,711.0,974.0,1023.0,2022
