,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,759,790,991,1315,1511,2017
0,752,789,997,1328,1518,2018
0,826,876,1110,1484,1725,2019
0,744,789,999,1336,1553,2020
0,784,864,1079,1428,1702,2021
0,822,909,1118,1474,1720,2022
