,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,495,498,662,964,1009,2017
0,539,543,722,1050,1141,2018
0,568,572,756,1093,1220,2019
0,624,628,827,1193,1246,2020
0,605,609,803,1086,1133,2021
0,642,646,850,1069,1153,2022
